riskscore,pred_agelastarrest,pred_shootingvic_num,pred_assaultvic_num,pred_violetoffense_num,pred_crimacttrend_num,pred_uuwarrests_num,sex,race,weaponarrest_yn,drugarrest_yn,agegrp,ageto,stoporderno,paroleestatus_yn,lastarrest_date,distlastarrest,majoritydist,dlst,distlastresidence,weaponsarrest_num,lastweaparrest_date,narcoticssarrest_num,lastnarcarrest_date,cityresidence_idoc,stateresidence_idoc,zipresidence_idoc,idoccpddist,arrestbycpd_yn,domassaultarrest_num,lastdomassaultarrest_date,currentage,lastpartytoviolence_date,trapstatus,statusi,trapflags,cvrm_flags,latitude,longitude,censustract,commarea,location,dayslastarrest_num_et,notincookcounty_et,livewherearrested_et,shootingvictim_et,assaultvictim_et,predsumwotrend_et,lastarrestpolarea_id_et,agecatchange_et,urban_yn,random,insample
VERY LOW,50 to 59,0,0,0,-.30000001,0,M,BLK,0,1,50 to 59,50 to 59,,,8/3/14,5,5,,5,,,2,8/3/14 18:45,CHICAGO,IL,60628,5,1,,,60 or older,,,Y,,,,,,,,2111,,1,0,0,0,2,0,Chicago City,.0031925009,1
LOW,20 to 29,0,0,0,-.89999998,0,M,BLK,0,0,20 to 29,20 to 29,,,1/10/18,31,4,,31,,,,,,,,,0,3,8/10/18 12:30,20 to 29,,,Y,,,,,,,,855,1,1,0,0,0,,1,Rural/County,.0031936399,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,1,30 to 39,30 to 39,,1,2/7/17,31,7,,7,,,2,2/7/17 19:05,CHICAGO        ,IL,60636,,0,,,40 to 49,,,Y,,,,,,,,1192,,0,0,0,0,,0,Chicago City,.0031938574,1
VERY LOW,50 to 59,0,0,0,-.89999998,0,M,BLK,0,1,50 to 59,50 to 59,,,5/5/15,2,2,IL,6,,,1,5/5/15 21:41,CHICAGO        ,IL,60637,,1,,,50 to 59,,,Y,,,,,,,,1836,,0,0,0,0,1,1,Chicago City,.0031966609,1
LOW,20 to 29,0,1,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,8/27/16,6,6,,6,,,,,,,,,1,1,5/18/10 19:50,20 to 29,,,Y,,,,,,,,1356,,1,0,1,1,2,1,Chicago City,.0031984274,1
LOW,20 to 29,0,0,0,-.1,0,M,WHI,0,1,20 to 29,20 to 29,,,3/5/16,31,,,31,,,2,3/5/16 14:18,,,,,0,,,20 to 29,,,Y,,,,,,,,1531,1,1,0,0,0,,1,Rural/County,.0032032002,1
VERY LOW,30 to 39,0,0,0,-.1,0,F,WHI,0,0,30 to 39,30 to 39,,,1/22/16,18,18,,20,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1574,,0,0,0,0,1,1,Chicago City,.003204322,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,1/6/18,8,5,,6,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,859,,0,0,0,0,1,1,Chicago City,.0032067995,1
HIGH,20 to 29,1,1,2,1.4,1,M,BLK,0,0,20 to 29,20 to 29,,,12/4/18,15,19,IL,3,,,,,,,,,1,4,12/4/18 19:15,20 to 29,6/20/17 18:21,,Y,,,,,,,,527,,0,1,1,5,3,1,Chicago City,.0032148759,1
VERY LOW,50 to 59,0,0,1,.5,0,M,BLK,0,1,50 to 59,50 to 59,,1,6/21/17,2,2,IL,2,,,1,2/2/12 21:33,,,,,1,3,6/21/17 17:55,50 to 59,,,Y,,,,,,,,1058,,1,0,0,1,1,1,Chicago City,.0032199039,1
LOW,20 to 29,0,0,1,-.40000001,0,M,BLK,0,0,20 to 29,20 to 29,,,8/29/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1720,1,1,0,0,1,,1,Rural/County,.0032215219,1
VERY LOW,40 to 49,0,0,0,-.1,0,F,BLK,0,0,40 to 49,40 to 49,,,6/6/17,1,1,,2,,,,,CHICAGO,IL,60615,,1,,,40 to 49,,,Y,,,,,,,,1073,,0,0,0,0,1,1,Chicago City,.0032231552,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,1/13/16,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1583,1,1,0,0,0,,0,Rural/County,.0032257235,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,8/20/14,31,,,9,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,2094,,0,0,0,0,,0,Chicago City,.0032273533,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,1/15/16,5,5,,22,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1581,,0,0,0,0,2,0,Chicago City,.0032349958,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WWH,0,0,40 to 49,40 to 49,,,12/1/18,31,,,31,,,,,DANVILLE       ,IL,61834,,0,,,40 to 49,,,Y,,,,,,,,530,1,1,0,0,0,,1,Rural/County,.0032472487,1
VERY LOW,50 to 59,0,0,1,.30000001,0,M,BLK,0,0,50 to 59,50 to 59,,,8/10/17,9,,,9,,,,,CHICAGO,IL,60636,,0,,,50 to 59,,,Y,,,,,,,,1008,,1,0,0,1,1,1,Chicago City,.0032503547,1
LOW,less than 20,0,0,0,-.30000001,0,F,BLK,0,0,less than 20,less than 20,,,12/1/14,4,4,,4,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1991,,1,0,0,0,2,0,Chicago City,.0032526203,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,F,BLK,0,0,40 to 49,40 to 49,,,4/16/15,31,1,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1855,1,1,0,0,0,,1,Rural/County,.0032530073,1
LOW,less than 20,0,0,0,.1,0,F,WHI,0,0,less than 20,less than 20,,,8/11/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1372,1,1,0,0,0,,0,Rural/County,.0032537372,1
LOW,less than 20,0,0,0,-.40000001,0,M,BLK,0,0,less than 20,less than 20,,,4/18/16,14,14,,14,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1487,,1,0,0,0,3,0,Chicago City,.0032606691,1
VERY LOW,40 to 49,0,0,1,1.1,0,M,WWH,0,0,40 to 49,40 to 49,,,5/16/18,12,1,,11,,,,,,,,,0,1,1/9/17 1:20,40 to 49,,,Y,,,,,,,,729,,0,0,0,1,1,1,Chicago City,.0032630949,1
LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,5/10/16,31,6,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1465,,1,0,0,0,,1,Rural/County,.0032657092,1
VERY LOW,40 to 49,0,0,1,.60000002,0,M,BLK,0,1,40 to 49,40 to 49,,,5/12/18,31,15,,31,,,1,6/26/10 23:55,MAYWOOD        ,IL,60153,,0,,,50 to 59,,,Y,,,,,,,,733,,1,0,0,1,,0,Rural/County,.0032701616,1
MODERATE,20 to 29,1,1,0,0,0,M,BLK,0,0,20 to 29,20 to 29,,,9/29/18,22,4,IL,4,,,,,CHICAGO        ,IL,60619,,1,,,20 to 29,7/27/15 0:19,,Y,,,,,,,,593,,0,1,1,2,2,1,Chicago City,.0032731725,1
VERY LOW,30 to 39,0,0,0,.40000001,0,M,BLK,0,0,30 to 39,30 to 39,,,7/8/17,31,8,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1041,,1,0,0,0,,1,Rural/County,.0032781889,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,7/17/14,11,,,10,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,2128,,0,0,0,0,3,0,Chicago City,.0032784124,1
LOW,30 to 39,0,0,0,.30000001,0,M,WHI,0,0,30 to 39,30 to 39,,,12/5/17,31,,IL,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,891,,1,0,0,0,,1,Rural/County,.0032788266,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,F,WHI,0,0,20 to 29,20 to 29,,,1/15/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1946,,1,0,0,0,,0,Rural/County,.0032834017,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,10/2/14,19,19,,12,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,2051,,0,0,0,0,3,1,Chicago City,.0032847642,1
